Pipeline	Screen	TP	FN	FN+FP	affected
test_AA10.8	HYPRO	0	3	0	3
test_AA10.8	IVA	17	19	1	37
test_AA10.8	LCHAD	5	4	0	9
test_AA10.8	MAL	1	5	0	6
test_AA10.8	MCAD	84	73	0	157
test_AA10.8	MCD	1	3	0	4
test_AA10.8	MSUD	8	14	0	22
test_AA10.8	OTC	7	4	0	11
test_AA10.8	PA/MMA	52	29	0	81
test_AA10.8	PKU	81	11	0	92
test_AA10.8	RMD	3	0	0	3
test_AA10.8	SCAD	6	61	0	67
test_AA10.8	TFP	1	2	0	3
test_AA10.8	TYRO1	6	1	0	7
test_AA10.8	VLCAD	20	22	0	42
AA10.6_filter4	3MCC	20	4	0	24
AA10.6_filter4	ARG	1	0	0	1
AA10.6_filter4	BKT	2	0	0	2
AA10.6_filter4	CIT	16	3	0	19
AA10.6_filter4	CPT II	3	3	0	6
AA10.6_filter4	CTD	24	7	2	33
AA10.6_filter4	GA-I	21	3	0	24
AA10.6_filter4	GA2	7	0	0	7
AA10.6_filter4	HCY	4	3	1	8
AA10.6_filter4	HYPRO	0	1	0	1
AA10.6_filter4	IVA	14	7	1	22
AA10.6_filter4	LCHAD	6	0	0	6
AA10.6_filter4	MAL	2	1	0	3
AA10.6_filter4	MCAD	94	14	1	109
AA10.6_filter4	MCD	2	2	0	4
AA10.6_filter4	MSUD	10	2	0	12
AA10.6_filter4	OTC	7	1	0	8
AA10.6_filter4	PA/MMA	47	13	1	61
AA10.6_filter4	PKU	52	5	0	57
AA10.6_filter4	SCAD	29	16	1	46
AA10.6_filter4	TFP	4	0	0	4
AA10.6_filter4	TYRO1	6	0	0	6
AA10.6_filter4	VLCAD	23	8	0	31
test_AA10.3_batch2	3MCC	6	6	1	13
test_AA10.3_batch2	ARG	2	0	0	2
test_AA10.3_batch2	CIT	7	2	0	9
test_AA10.3_batch2	CPT I	1	0	0	1
test_AA10.3_batch2	CPT II	0	1	0	1
test_AA10.3_batch2	CTD	7	1	0	8
test_AA10.3_batch2	GA-I	8	0	0	8
test_AA10.3_batch2	GA2	1	1	0	2
test_AA10.3_batch2	HCY	1	0	0	1
test_AA10.3_batch2	IVA	13	0	0	13
test_AA10.3_batch2	LCHAD	2	0	0	2
test_AA10.3_batch2	MAL	0	1	0	1
test_AA10.3_batch2	MCAD	40	0	0	40
test_AA10.3_batch2	MSUD	3	0	0	3
test_AA10.3_batch2	OTC	5	2	0	7
test_AA10.3_batch2	PA/MMA	13	1	0	14
test_AA10.3_batch2	PKU	59	2	0	61
test_AA10.3_batch2	RMD	3	0	0	3
test_AA10.3_batch2	SCAD	9	21	1	31
test_AA10.3_batch2	TFP	1	0	0	1
test_AA10.3_batch2	TYRO1	1	0	0	1
test_AA10.3_batch2	VLCAD	5	0	0	5
AA10.6.NonSyn.005_filter4	3MCC	10	14	0	24
AA10.6.NonSyn.005_filter4	ARG	1	0	0	1
AA10.6.NonSyn.005_filter4	BKT	0	2	0	2
AA10.6.NonSyn.005_filter4	CIT	11	7	1	19
AA10.6.NonSyn.005_filter4	CPT II	1	5	0	6
AA10.6.NonSyn.005_filter4	CTD	13	17	3	33
AA10.6.NonSyn.005_filter4	GA-I	15	9	0	24
AA10.6.NonSyn.005_filter4	GA2	5	2	0	7
AA10.6.NonSyn.005_filter4	HCY	3	4	1	8
AA10.6.NonSyn.005_filter4	HYPRO	0	1	0	1
AA10.6.NonSyn.005_filter4	IVA	8	13	1	22
AA10.6.NonSyn.005_filter4	LCHAD	2	4	0	6
AA10.6.NonSyn.005_filter4	MAL	1	2	0	3
AA10.6.NonSyn.005_filter4	MCAD	81	27	1	109
AA10.6.NonSyn.005_filter4	MCD	1	3	0	4
AA10.6.NonSyn.005_filter4	MSUD	7	5	0	12
AA10.6.NonSyn.005_filter4	OTC	6	2	0	8
AA10.6.NonSyn.005_filter4	PA/MMA	14	45	2	61
AA10.6.NonSyn.005_filter4	PKU	31	26	0	57
AA10.6.NonSyn.005_filter4	SCAD	24	21	1	46
AA10.6.NonSyn.005_filter4	TFP	1	3	0	4
AA10.6.NonSyn.005_filter4	TYRO1	3	3	0	6
AA10.6.NonSyn.005_filter4	VLCAD	16	15	0	31
AA10.6.NonSyn.005_batch1	3MCC	8	7	0	15
AA10.6.NonSyn.005_batch1	BKT	1	0	0	1
AA10.6.NonSyn.005_batch1	CIT	3	3	1	7
AA10.6.NonSyn.005_batch1	CTD	4	4	1	9
AA10.6.NonSyn.005_batch1	GA-I	1	0	0	1
AA10.6.NonSyn.005_batch1	GA2	3	1	0	4
AA10.6.NonSyn.005_batch1	HCY	0	1	0	1
AA10.6.NonSyn.005_batch1	IVA	1	2	0	3
AA10.6.NonSyn.005_batch1	MCAD	14	3	0	17
AA10.6.NonSyn.005_batch1	MCD	0	1	0	1
AA10.6.NonSyn.005_batch1	MSUD	1	1	1	3
AA10.6.NonSyn.005_batch1	OTC	3	2	0	5
AA10.6.NonSyn.005_batch1	PA/MMA	3	6	0	9
AA10.6.NonSyn.005_batch1	PKU	22	17	0	39
AA10.6.NonSyn.005_batch1	SCAD	8	9	0	17
AA10.6.NonSyn.005_batch1	TFP	0	1	0	1
AA10.6.NonSyn.005_batch1	VLCAD	2	3	0	5
AA10.1_filter2	3MCC	30	10	1	41
AA10.1_filter2	ARG	3	0	0	3
AA10.1_filter2	BKT	3	0	0	3
AA10.1_filter2	CIT	24	4	0	28
AA10.1_filter2	CPT I	1	0	0	1
AA10.1_filter2	CPT II	5	3	0	8
AA10.1_filter2	CTD	33	7	2	42
AA10.1_filter2	GA-I	27	4	0	31
AA10.1_filter2	GA2	9	2	0	11
AA10.1_filter2	HCY	8	1	1	10
AA10.1_filter2	HYPRO	0	2	0	2
AA10.1_filter2	IVA	28	5	1	34
AA10.1_filter2	LCHAD	9	0	0	9
AA10.1_filter2	MAL	2	4	0	6
AA10.1_filter2	MCAD	143	11	1	155
AA10.1_filter2	MCD	2	2	0	4
AA10.1_filter2	MSUD	21	4	0	25
AA10.1_filter2	OTC	12	2	0	14
AA10.1_filter2	PA/MMA	65	13	1	79
AA10.1_filter2	PKU	110	5	0	115
AA10.1_filter2	RMD	1	0	0	1
AA10.1_filter2	SCAD	37	37	3	77
AA10.1_filter2	TFP	4	0	0	4
AA10.1_filter2	TYRO1	6	0	0	6
AA10.1_filter2	VLCAD	35	6	0	41
val_AA10.3_filter4	3MCC	11	0	0	11
val_AA10.3_filter4	CIT	3	2	0	5
val_AA10.3_filter4	CTD	9	0	0	9
val_AA10.3_filter4	GA-I	1	0	0	1
val_AA10.3_filter4	GA2	2	0	0	2
val_AA10.3_filter4	HCY	1	0	0	1
val_AA10.3_filter4	IVA	0	2	0	2
val_AA10.3_filter4	MCAD	11	1	0	12
val_AA10.3_filter4	MCD	1	0	0	1
val_AA10.3_filter4	MSUD	1	1	0	2
val_AA10.3_filter4	OTC	2	1	0	3
val_AA10.3_filter4	PA/MMA	8	1	0	9
val_AA10.3_filter4	PKU	32	0	0	32
val_AA10.3_filter4	SCAD	8	7	0	15
val_AA10.3_filter4	TFP	1	0	0	1
val_AA10.3_filter4	VLCAD	4	0	0	4
val_AA10.7_filter4	3MCC	3	8	0	11
val_AA10.7_filter4	CIT	3	2	0	5
val_AA10.7_filter4	CTD	7	2	0	9
val_AA10.7_filter4	GA-I	0	1	0	1
val_AA10.7_filter4	GA2	1	1	0	2
val_AA10.7_filter4	HCY	1	0	0	1
val_AA10.7_filter4	IVA	0	2	0	2
val_AA10.7_filter4	MCAD	4	8	0	12
val_AA10.7_filter4	MCD	0	1	0	1
val_AA10.7_filter4	MSUD	0	2	0	2
val_AA10.7_filter4	OTC	1	2	0	3
val_AA10.7_filter4	PA/MMA	6	3	0	9
val_AA10.7_filter4	PKU	30	2	0	32
val_AA10.7_filter4	SCAD	5	10	0	15
val_AA10.7_filter4	TFP	0	1	0	1
val_AA10.7_filter4	VLCAD	2	2	0	4
AA10.6.NonSyn.005_filter3	3MCC	15	17	1	33
AA10.6.NonSyn.005_filter3	ARG	1	1	1	3
AA10.6.NonSyn.005_filter3	BKT	0	2	0	2
AA10.6.NonSyn.005_filter3	CIT	17	9	1	27
AA10.6.NonSyn.005_filter3	CPT I	0	1	0	1
AA10.6.NonSyn.005_filter3	CPT II	1	5	0	6
AA10.6.NonSyn.005_filter3	CTD	16	19	3	38
AA10.6.NonSyn.005_filter3	GA-I	17	11	0	28
AA10.6.NonSyn.005_filter3	GA2	6	3	0	9
AA10.6.NonSyn.005_filter3	HCY	4	4	1	9
AA10.6.NonSyn.005_filter3	HYPRO	0	2	0	2
AA10.6.NonSyn.005_filter3	IVA	13	14	2	29
AA10.6.NonSyn.005_filter3	LCHAD	2	5	0	7
AA10.6.NonSyn.005_filter3	MAL	1	5	0	6
AA10.6.NonSyn.005_filter3	MCAD	105	34	1	140
AA10.6.NonSyn.005_filter3	MCD	1	3	0	4
AA10.6.NonSyn.005_filter3	MSUD	12	8	0	20
AA10.6.NonSyn.005_filter3	OTC	7	2	0	9
AA10.6.NonSyn.005_filter3	PA/MMA	18	53	2	73
AA10.6.NonSyn.005_filter3	PKU	44	43	1	88
AA10.6.NonSyn.005_filter3	SCAD	27	39	1	67
AA10.6.NonSyn.005_filter3	TFP	1	3	0	4
AA10.6.NonSyn.005_filter3	TYRO1	3	3	0	6
AA10.6.NonSyn.005_filter3	VLCAD	20	19	0	39
val_AA10.3_filter1	3MCC	14	1	0	15
val_AA10.3_filter1	BKT	1	0	0	1
val_AA10.3_filter1	CIT	4	2	0	6
val_AA10.3_filter1	CTD	9	0	0	9
val_AA10.3_filter1	GA-I	1	0	0	1
val_AA10.3_filter1	GA2	3	1	0	4
val_AA10.3_filter1	HCY	1	0	0	1
val_AA10.3_filter1	IVA	1	2	0	3
val_AA10.3_filter1	MCAD	16	1	0	17
val_AA10.3_filter1	MCD	1	0	0	1
val_AA10.3_filter1	MSUD	2	1	0	3
val_AA10.3_filter1	OTC	3	2	0	5
val_AA10.3_filter1	PA/MMA	8	1	0	9
val_AA10.3_filter1	PKU	39	0	0	39
val_AA10.3_filter1	SCAD	9	8	0	17
val_AA10.3_filter1	TFP	1	0	0	1
val_AA10.3_filter1	VLCAD	5	0	0	5
AA10.5_filter2	3MCC	9	32	0	41
AA10.5_filter2	ARG	1	2	0	3
AA10.5_filter2	BKT	0	3	0	3
AA10.5_filter2	CIT	14	14	0	28
AA10.5_filter2	CPT I	1	0	0	1
AA10.5_filter2	CPT II	3	5	0	8
AA10.5_filter2	CTD	22	18	2	42
AA10.5_filter2	GA-I	16	15	0	31
AA10.5_filter2	GA2	5	6	0	11
AA10.5_filter2	HCY	5	4	1	10
AA10.5_filter2	HYPRO	0	2	0	2
AA10.5_filter2	IVA	16	16	2	34
AA10.5_filter2	LCHAD	5	4	0	9
AA10.5_filter2	MAL	1	5	0	6
AA10.5_filter2	MCAD	81	71	3	155
AA10.5_filter2	MCD	1	3	0	4
AA10.5_filter2	MSUD	11	14	0	25
AA10.5_filter2	OTC	9	5	0	14
AA10.5_filter2	PA/MMA	54	25	0	79
AA10.5_filter2	PKU	107	8	0	115
AA10.5_filter2	RMD	1	0	0	1
AA10.5_filter2	SCAD	20	55	2	77
AA10.5_filter2	TFP	1	3	0	4
AA10.5_filter2	TYRO1	5	1	0	6
AA10.5_filter2	VLCAD	21	20	0	41
AA10.4_batch3	3MCC	13	4	0	17
AA10.4_batch3	ARG	2	0	0	2
AA10.4_batch3	BKT	2	0	0	2
AA10.4_batch3	CIT	16	1	0	17
AA10.4_batch3	CPT II	5	2	0	7
AA10.4_batch3	CTD	19	9	2	30
AA10.4_batch3	GA-I	22	4	1	27
AA10.4_batch3	GA2	5	1	0	6
AA10.4_batch3	HCY	5	3	2	10
AA10.4_batch3	HYPRO	0	3	0	3
AA10.4_batch3	IVA	18	5	1	24
AA10.4_batch3	LCHAD	7	0	0	7
AA10.4_batch3	MAL	2	3	0	5
AA10.4_batch3	MCAD	102	13	2	117
AA10.4_batch3	MCD	1	3	0	4
AA10.4_batch3	MSUD	17	2	0	19
AA10.4_batch3	OTC	4	0	0	4
AA10.4_batch3	PA/MMA	52	14	1	67
AA10.4_batch3	PKU	25	6	0	31
AA10.4_batch3	SCAD	21	13	2	36
AA10.4_batch3	TFP	2	0	0	2
AA10.4_batch3	TYRO1	6	0	0	6
AA10.4_batch3	VLCAD	29	8	0	37
test_AA10.1_filter3	3MCC	14	7	1	22
test_AA10.1_filter3	ARG	3	0	0	3
test_AA10.1_filter3	BKT	2	0	0	2
test_AA10.1_filter3	CIT	20	2	0	22
test_AA10.1_filter3	CPT I	1	0	0	1
test_AA10.1_filter3	CPT II	3	3	0	6
test_AA10.1_filter3	CTD	20	7	2	29
test_AA10.1_filter3	GA-I	23	4	0	27
test_AA10.1_filter3	GA2	6	1	0	7
test_AA10.1_filter3	HCY	6	1	1	8
test_AA10.1_filter3	HYPRO	0	2	0	2
test_AA10.1_filter3	IVA	22	4	1	27
test_AA10.1_filter3	LCHAD	7	0	0	7
test_AA10.1_filter3	MAL	2	4	0	6
test_AA10.1_filter3	MCAD	117	10	1	128
test_AA10.1_filter3	MCD	1	2	0	3
test_AA10.1_filter3	MSUD	16	2	0	18
test_AA10.1_filter3	OTC	6	0	0	6
test_AA10.1_filter3	PA/MMA	51	12	1	64
test_AA10.1_filter3	PKU	51	5	0	56
test_AA10.1_filter3	SCAD	25	25	2	52
test_AA10.1_filter3	TFP	3	0	0	3
test_AA10.1_filter3	TYRO1	6	0	0	6
test_AA10.1_filter3	VLCAD	29	6	0	35
val_AA10.6_filter2	3MCC	14	1	0	15
val_AA10.6_filter2	BKT	1	0	0	1
val_AA10.6_filter2	CIT	4	2	0	6
val_AA10.6_filter2	CTD	9	0	0	9
val_AA10.6_filter2	GA-I	1	0	0	1
val_AA10.6_filter2	GA2	3	1	0	4
val_AA10.6_filter2	HCY	0	1	0	1
val_AA10.6_filter2	IVA	1	2	0	3
val_AA10.6_filter2	MCAD	16	1	0	17
val_AA10.6_filter2	MCD	1	0	0	1
val_AA10.6_filter2	MSUD	1	1	1	3
val_AA10.6_filter2	OTC	3	2	0	5
val_AA10.6_filter2	PA/MMA	7	2	0	9
val_AA10.6_filter2	PKU	37	2	0	39
val_AA10.6_filter2	SCAD	9	8	0	17
val_AA10.6_filter2	TFP	1	0	0	1
val_AA10.6_filter2	VLCAD	4	1	0	5
val_AA10.6_filter1	3MCC	14	1	0	15
val_AA10.6_filter1	BKT	1	0	0	1
val_AA10.6_filter1	CIT	4	2	0	6
val_AA10.6_filter1	CTD	9	0	0	9
val_AA10.6_filter1	GA-I	1	0	0	1
val_AA10.6_filter1	GA2	3	1	0	4
val_AA10.6_filter1	HCY	0	1	0	1
val_AA10.6_filter1	IVA	1	2	0	3
val_AA10.6_filter1	MCAD	16	1	0	17
val_AA10.6_filter1	MCD	1	0	0	1
val_AA10.6_filter1	MSUD	1	1	1	3
val_AA10.6_filter1	OTC	3	2	0	5
val_AA10.6_filter1	PA/MMA	7	2	0	9
val_AA10.6_filter1	PKU	37	2	0	39
val_AA10.6_filter1	SCAD	9	8	0	17
val_AA10.6_filter1	TFP	1	0	0	1
val_AA10.6_filter1	VLCAD	4	1	0	5
test_AA10.6.NonSyn.01_filter4	3MCC	3	10	0	13
test_AA10.6.NonSyn.01_filter4	ARG	1	0	0	1
test_AA10.6.NonSyn.01_filter4	BKT	0	2	0	2
test_AA10.6.NonSyn.01_filter4	CIT	9	5	0	14
test_AA10.6.NonSyn.01_filter4	CPT II	1	5	0	6
test_AA10.6.NonSyn.01_filter4	CTD	9	12	3	24
test_AA10.6.NonSyn.01_filter4	GA-I	14	9	0	23
test_AA10.6.NonSyn.01_filter4	GA2	3	2	0	5
test_AA10.6.NonSyn.01_filter4	HCY	3	3	1	7
test_AA10.6.NonSyn.01_filter4	HYPRO	0	1	0	1
test_AA10.6.NonSyn.01_filter4	IVA	8	11	1	20
test_AA10.6.NonSyn.01_filter4	LCHAD	2	3	1	6
test_AA10.6.NonSyn.01_filter4	MAL	1	2	0	3
test_AA10.6.NonSyn.01_filter4	MCAD	71	25	1	97
test_AA10.6.NonSyn.01_filter4	MCD	1	2	0	3
test_AA10.6.NonSyn.01_filter4	MSUD	6	4	0	10
test_AA10.6.NonSyn.01_filter4	OTC	4	1	0	5
test_AA10.6.NonSyn.01_filter4	PA/MMA	12	38	2	52
test_AA10.6.NonSyn.01_filter4	PKU	14	11	0	25
test_AA10.6.NonSyn.01_filter4	SCAD	17	12	2	31
test_AA10.6.NonSyn.01_filter4	TFP	1	2	0	3
test_AA10.6.NonSyn.01_filter4	TYRO1	3	3	0	6
test_AA10.6.NonSyn.01_filter4	VLCAD	14	13	0	27
val_AA10.5_filter3	3MCC	3	8	0	11
val_AA10.5_filter3	CIT	3	2	0	5
val_AA10.5_filter3	CTD	7	2	0	9
val_AA10.5_filter3	GA-I	0	1	0	1
val_AA10.5_filter3	GA2	1	1	0	2
val_AA10.5_filter3	HCY	1	0	0	1
val_AA10.5_filter3	IVA	2	0	0	2
val_AA10.5_filter3	MCAD	4	8	0	12
val_AA10.5_filter3	MCD	0	1	0	1
val_AA10.5_filter3	MSUD	0	2	0	2
val_AA10.5_filter3	OTC	2	1	0	3
val_AA10.5_filter3	PA/MMA	7	2	0	9
val_AA10.5_filter3	PKU	30	2	0	32
val_AA10.5_filter3	SCAD	5	10	0	15
val_AA10.5_filter3	TFP	0	1	0	1
val_AA10.5_filter3	VLCAD	2	2	0	4
AA10.8_filter2	3MCC	9	32	0	41
AA10.8_filter2	ARG	1	2	0	3
AA10.8_filter2	BKT	0	3	0	3
AA10.8_filter2	CIT	14	14	0	28
AA10.8_filter2	CPT I	1	0	0	1
AA10.8_filter2	CPT II	3	5	0	8
AA10.8_filter2	CTD	20	21	1	42
AA10.8_filter2	GA-I	16	15	0	31
AA10.8_filter2	GA2	5	6	0	11
AA10.8_filter2	HCY	2	7	1	10
AA10.8_filter2	HYPRO	0	2	0	2
AA10.8_filter2	IVA	13	20	1	34
AA10.8_filter2	LCHAD	5	4	0	9
AA10.8_filter2	MAL	1	5	0	6
AA10.8_filter2	MCAD	79	76	0	155
AA10.8_filter2	MCD	1	3	0	4
AA10.8_filter2	MSUD	9	16	0	25
AA10.8_filter2	OTC	8	6	0	14
AA10.8_filter2	PA/MMA	50	29	0	79
AA10.8_filter2	PKU	104	11	0	115
AA10.8_filter2	RMD	1	0	0	1
AA10.8_filter2	SCAD	7	70	0	77
AA10.8_filter2	TFP	1	3	0	4
AA10.8_filter2	TYRO1	5	1	0	6
AA10.8_filter2	VLCAD	21	20	0	41
val_AA10.2_filter2	3MCC	14	1	0	15
val_AA10.2_filter2	BKT	1	0	0	1
val_AA10.2_filter2	CIT	4	2	0	6
val_AA10.2_filter2	CTD	9	0	0	9
val_AA10.2_filter2	GA-I	1	0	0	1
val_AA10.2_filter2	GA2	3	1	0	4
val_AA10.2_filter2	HCY	1	0	0	1
val_AA10.2_filter2	IVA	3	0	0	3
val_AA10.2_filter2	MCAD	16	1	0	17
val_AA10.2_filter2	MCD	1	0	0	1
val_AA10.2_filter2	MSUD	2	1	0	3
val_AA10.2_filter2	OTC	4	1	0	5
val_AA10.2_filter2	PA/MMA	9	0	0	9
val_AA10.2_filter2	PKU	39	0	0	39
val_AA10.2_filter2	SCAD	9	8	0	17
val_AA10.2_filter2	TFP	1	0	0	1
val_AA10.2_filter2	VLCAD	5	0	0	5
test_AA10.6.NonSyn.02_filter3	3MCC	8	12	2	22
test_AA10.6.NonSyn.02_filter3	ARG	1	1	1	3
test_AA10.6.NonSyn.02_filter3	BKT	0	2	0	2
test_AA10.6.NonSyn.02_filter3	CIT	15	7	0	22
test_AA10.6.NonSyn.02_filter3	CPT I	0	1	0	1
test_AA10.6.NonSyn.02_filter3	CPT II	1	4	1	6
test_AA10.6.NonSyn.02_filter3	CTD	12	14	3	29
test_AA10.6.NonSyn.02_filter3	GA-I	16	10	1	27
test_AA10.6.NonSyn.02_filter3	GA2	4	3	0	7
test_AA10.6.NonSyn.02_filter3	HCY	4	3	1	8
test_AA10.6.NonSyn.02_filter3	HYPRO	0	2	0	2
test_AA10.6.NonSyn.02_filter3	IVA	13	12	2	27
test_AA10.6.NonSyn.02_filter3	LCHAD	2	4	1	7
test_AA10.6.NonSyn.02_filter3	MAL	1	5	0	6
test_AA10.6.NonSyn.02_filter3	MCAD	95	29	4	128
test_AA10.6.NonSyn.02_filter3	MCD	1	2	0	3
test_AA10.6.NonSyn.02_filter3	MSUD	11	7	0	18
test_AA10.6.NonSyn.02_filter3	OTC	5	1	0	6
test_AA10.6.NonSyn.02_filter3	PA/MMA	16	45	3	64
test_AA10.6.NonSyn.02_filter3	PKU	27	28	1	56
test_AA10.6.NonSyn.02_filter3	SCAD	21	27	4	52
test_AA10.6.NonSyn.02_filter3	TFP	1	2	0	3
test_AA10.6.NonSyn.02_filter3	TYRO1	3	3	0	6
test_AA10.6.NonSyn.02_filter3	VLCAD	18	17	0	35
test_AA10.6.NonSyn.005	3MCC	13	16	1	30
test_AA10.6.NonSyn.005	ARG	1	2	1	4
test_AA10.6.NonSyn.005	BKT	0	2	0	2
test_AA10.6.NonSyn.005	CIT	16	9	1	26
test_AA10.6.NonSyn.005	CPT I	0	1	0	1
test_AA10.6.NonSyn.005	CPT II	1	7	0	8
test_AA10.6.NonSyn.005	CTD	18	18	2	38
test_AA10.6.NonSyn.005	GA-I	23	12	0	35
test_AA10.6.NonSyn.005	GA2	4	4	0	8
test_AA10.6.NonSyn.005	HCY	5	4	2	11
test_AA10.6.NonSyn.005	HYPRO	0	3	0	3
test_AA10.6.NonSyn.005	IVA	22	13	2	37
test_AA10.6.NonSyn.005	LCHAD	2	7	0	9
test_AA10.6.NonSyn.005	MAL	1	5	0	6
test_AA10.6.NonSyn.005	MCAD	118	38	1	157
test_AA10.6.NonSyn.005	MCD	1	3	0	4
test_AA10.6.NonSyn.005	MSUD	12	9	1	22
test_AA10.6.NonSyn.005	OTC	7	4	0	11
test_AA10.6.NonSyn.005	PA/MMA	19	60	2	81
test_AA10.6.NonSyn.005	PKU	43	48	1	92
test_AA10.6.NonSyn.005	RMD	1	2	0	3
test_AA10.6.NonSyn.005	SCAD	23	43	1	67
test_AA10.6.NonSyn.005	TFP	1	2	0	3
test_AA10.6.NonSyn.005	TYRO1	3	4	0	7
test_AA10.6.NonSyn.005	VLCAD	23	19	0	42
test_AA10.6.NonSyn.01_filter2	3MCC	10	15	1	26
test_AA10.6.NonSyn.01_filter2	ARG	1	1	1	3
test_AA10.6.NonSyn.01_filter2	BKT	0	2	0	2
test_AA10.6.NonSyn.01_filter2	CIT	15	7	0	22
test_AA10.6.NonSyn.01_filter2	CPT I	0	1	0	1
test_AA10.6.NonSyn.01_filter2	CPT II	1	7	0	8
test_AA10.6.NonSyn.01_filter2	CTD	15	15	3	33
test_AA10.6.NonSyn.01_filter2	GA-I	19	11	0	30
test_AA10.6.NonSyn.01_filter2	GA2	4	3	0	7
test_AA10.6.NonSyn.01_filter2	HCY	4	3	2	9
test_AA10.6.NonSyn.01_filter2	HYPRO	0	2	0	2
test_AA10.6.NonSyn.01_filter2	IVA	16	13	2	31
test_AA10.6.NonSyn.01_filter2	LCHAD	2	6	1	9
test_AA10.6.NonSyn.01_filter2	MAL	1	5	0	6
test_AA10.6.NonSyn.01_filter2	MCAD	103	34	1	138
test_AA10.6.NonSyn.01_filter2	MCD	1	2	0	3
test_AA10.6.NonSyn.01_filter2	MSUD	12	9	1	22
test_AA10.6.NonSyn.01_filter2	OTC	6	3	0	9
test_AA10.6.NonSyn.01_filter2	PA/MMA	18	49	3	70
test_AA10.6.NonSyn.01_filter2	PKU	36	39	1	76
test_AA10.6.NonSyn.01_filter2	RMD	1	0	0	1
test_AA10.6.NonSyn.01_filter2	SCAD	22	35	3	60
test_AA10.6.NonSyn.01_filter2	TFP	1	2	0	3
test_AA10.6.NonSyn.01_filter2	TYRO1	3	3	0	6
test_AA10.6.NonSyn.01_filter2	VLCAD	19	17	0	36
val_AA10.4_filter3	3MCC	11	0	0	11
val_AA10.4_filter3	CIT	3	2	0	5
val_AA10.4_filter3	CTD	9	0	0	9
val_AA10.4_filter3	GA-I	1	0	0	1
val_AA10.4_filter3	GA2	2	0	0	2
val_AA10.4_filter3	HCY	0	1	0	1
val_AA10.4_filter3	IVA	2	0	0	2
val_AA10.4_filter3	MCAD	11	1	0	12
val_AA10.4_filter3	MCD	1	0	0	1
val_AA10.4_filter3	MSUD	1	1	0	2
val_AA10.4_filter3	OTC	3	0	0	3
val_AA10.4_filter3	PA/MMA	8	1	0	9
val_AA10.4_filter3	PKU	31	1	0	32
val_AA10.4_filter3	SCAD	8	7	0	15
val_AA10.4_filter3	TFP	1	0	0	1
val_AA10.4_filter3	VLCAD	4	0	0	4
AA10.2_batch1	3MCC	14	1	0	15
AA10.2_batch1	BKT	1	0	0	1
AA10.2_batch1	CIT	5	2	0	7
AA10.2_batch1	CTD	9	0	0	9
AA10.2_batch1	GA-I	1	0	0	1
AA10.2_batch1	GA2	3	1	0	4
AA10.2_batch1	HCY	1	0	0	1
AA10.2_batch1	IVA	3	0	0	3
AA10.2_batch1	MCAD	16	1	0	17
AA10.2_batch1	MCD	1	0	0	1
AA10.2_batch1	MSUD	2	1	0	3
AA10.2_batch1	OTC	4	1	0	5
AA10.2_batch1	PA/MMA	9	0	0	9
AA10.2_batch1	PKU	39	0	0	39
AA10.2_batch1	SCAD	9	8	0	17
AA10.2_batch1	TFP	1	0	0	1
AA10.2_batch1	VLCAD	5	0	0	5
test_AA10.1	3MCC	19	10	1	30
test_AA10.1	ARG	4	0	0	4
test_AA10.1	BKT	2	0	0	2
test_AA10.1	CIT	23	3	0	26
test_AA10.1	CPT I	1	0	0	1
test_AA10.1	CPT II	5	3	0	8
test_AA10.1	CTD	27	9	2	38
test_AA10.1	GA-I	30	4	1	35
test_AA10.1	GA2	6	2	0	8
test_AA10.1	HCY	8	2	1	11
test_AA10.1	HYPRO	0	3	0	3
test_AA10.1	IVA	31	5	1	37
test_AA10.1	LCHAD	9	0	0	9
test_AA10.1	MAL	2	4	0	6
test_AA10.1	MCAD	146	10	1	157
test_AA10.1	MCD	1	3	0	4
test_AA10.1	MSUD	19	3	0	22
test_AA10.1	OTC	9	2	0	11
test_AA10.1	PA/MMA	65	15	1	81
test_AA10.1	PKU	84	8	0	92
test_AA10.1	RMD	3	0	0	3
test_AA10.1	SCAD	31	33	3	67
test_AA10.1	TFP	3	0	0	3
test_AA10.1	TYRO1	7	0	0	7
test_AA10.1	VLCAD	36	6	0	42
test_AA10.9.NoOneGene_filter2	3MCC	16	9	1	26
test_AA10.9.NoOneGene_filter2	ARG	3	0	0	3
test_AA10.9.NoOneGene_filter2	BKT	2	0	0	2
test_AA10.9.NoOneGene_filter2	CIT	20	2	0	22
test_AA10.9.NoOneGene_filter2	CPT I	1	0	0	1
test_AA10.9.NoOneGene_filter2	CPT II	5	3	0	8
test_AA10.9.NoOneGene_filter2	CTD	25	7	1	33
test_AA10.9.NoOneGene_filter2	GA-I	26	4	0	30
test_AA10.9.NoOneGene_filter2	GA2	6	1	0	7
test_AA10.9.NoOneGene_filter2	HCY	7	1	1	9
test_AA10.9.NoOneGene_filter2	HYPRO	0	2	0	2
test_AA10.9.NoOneGene_filter2	IVA	25	5	1	31
test_AA10.9.NoOneGene_filter2	LCHAD	9	0	0	9
test_AA10.9.NoOneGene_filter2	MAL	2	4	0	6
test_AA10.9.NoOneGene_filter2	MCAD	127	10	1	138
test_AA10.9.NoOneGene_filter2	MCD	1	2	0	3
test_AA10.9.NoOneGene_filter2	MSUD	20	2	0	22
test_AA10.9.NoOneGene_filter2	OTC	8	1	0	9
